id|ssn|first_name|last_name|birthDate|gender|email|address|city|state|postalCode|mix
842|589-78-0680|Saudra|MacDonell|8/25/1932|Female|smacdonellnd@a8.net|38541 Artisan Avenue|Gainesville|FL|32605|38150
843|404-49-7254|Paxton|Hindrick|7/18/1999|Male|phindrickne@trellian.com|7326 Nova Road|Washington|DC|20016|95405
844|784-24-7050|Francine|Jeffery|1/16/1925|Female|fjefferynf@archive.org|58758 Norway Maple Crossing|Boston|MA|02163|32520
845|756-04-0655|Claudell|Baversor|1/4/1923|Male|cbaversorng@github.io|630 Fallview Junction|Carlsbad|CA|92013|55579
846|133-95-7718|Tailor|Cantero|5/28/1966|Male|tcanteronh@multiply.com|||||
847|549-83-2745|Jobi|Grigolashvill|4/25/1999|Female|jgrigolashvillni@blogger.com|131 Portage Terrace|Naples|FL|34108|63121
848|389-69-1784|Gael|Giddons|5/1/1984|Female|ggiddonsnj@disqus.com|3411 Shelley Lane|Largo|FL|34643|12325
849|436-86-2505|Cyndia|Duran|5/5/1920|Female|cdurannk@vimeo.com|14202 Dapin Avenue|Vancouver|WA|98664|90101
850|464-47-9889|Allister|Goddert.sf|12/17/1923|Male|agoddertsfnl@facebook.com|5973 Crownhardt Road|Midland|MI|48670|92662
851|664-46-3125|Beatriz|Hindrich|11/28/2011|Female|bhindrichnm@ning.com|524 Lakewood Court|Columbus|OH|43204|32830
852|382-33-2480|Xaviera|Cloney||Female|xcloneynn@dell.com|975 Bay Drive|Hialeah|FL|33018|32118
853|845-24-9295|Debee|Monger|3/13/1981|Female|dmongerno@yale.edu|010 Anderson Way|Boise|ID|83711|75216
854|532-06-5801|Levey|Glancy|5/4/1929|Male|lglancynp@linkedin.com|32145 Pawling Terrace|Sacramento|CA|95813|48258
855|451-66-0890|Correy|Palia|2/9/1932|Male|cpalianq@ebay.co.uk|55737 School Park|Dallas|TX|75210|46825
856||Libbey|Hambric|6/16/2000|Female|lhambricnr@prnewswire.com|38685 Miller Center|Houston|TX|77005|17140
857|583-68-9456|Leroy|Winskill|2/12/2006|Male||6120 Ruskin Park|Providence|RI|02912|06533
858|358-96-4006|Kata|Gyurko|5/9/1986|Female|kgyurkont@slashdot.org|74 Farragut Hill|El Paso|TX|79923|66105
859|804-99-3466|Ivy|Geck|1/29/1954|Female|igecknu@instagram.com|65826 Cottonwood Point|Trenton|NJ|08603|84145
860|620-90-5384|Mallory|Pryce||Male|mprycenv@tripod.com|920 Morning Point|Alpharetta|GA|30022|99252
861|609-72-8374|Pyotr|Puddan|6/21/1989|Male|ppuddannw@samsung.com|56342 Fallview Court|Hicksville|NY|11854|48919
862|145-23-8320|Gayleen|Mordey|3/25/1952|Female|gmordeynx@sohu.com|82 Bashford Parkway|San Jose|CA|95138|33963
863|888-18-8326|Jeno|Thrush|9/10/1920|Male|jthrushny@baidu.com|2 Fulton Road|New Orleans|LA|70149|99812
864|857-23-8699|Noll|Rubinov|11/24/2009|Male|nrubinovnz@livejournal.com|6423 Buhler Hill|Boynton Beach|FL|33436|11254
865|395-72-0299|Spense|Simants|3/29/1957|Male|ssimantso0@mozilla.com|3821 Glendale Alley|Wichita|KS|67260|47905
866|805-48-6806|Valma|Alexsandrowicz|9/13/1982|Female|valexsandrowiczo1@nytimes.com|60 Loomis Way|Saint Louis|MO|63143|19605
867|461-77-1974|Lindon|Renshall|7/11/2002|Male|lrenshallo2@ow.ly|93751 Crest Line Circle|Stamford|CT|06912|62711
868|874-70-8250|Jacquelyn|Taaffe|7/8/2014|Female|jtaaffeo3@cisco.com|55 Lindbergh Way|Minneapolis|MN|55423|78759
869|311-58-9402|Lee|Marshman|1/30/1957|Female|lmarshmano4@mapy.cz|2 Paget Court|Buffalo|NY|14205|64190
870|664-45-3120|Bevin|Spenceley|4/28/1991|Male|bspenceleyo5@1und1.de|||||
871|551-83-7699|Layla|Stodd|3/4/1945|Female|lstoddo6@fc2.com|09 Lillian Avenue|Gadsden|AL|35905|70142
872|348-37-5424|Johnathon|Metcalfe||Male|jmetcalfeo7@jiathis.com|0 Independence Way|Fayetteville|NC|28314|77212
873|232-11-7892|Gustavo|Kincla|8/2/1963|Male|gkinclao8@edublogs.org|764 Lighthouse Bay Trail|Denver|CO|80204|55565
874|867-09-5448|Patsy|Castelli|7/20/2017|Female|pcastellio9@i2i.jp|66472 Maple Wood Hill|Mesquite|TX|75185|07544
875|135-48-1130|Dur|Jouhning|1/19/1963|Male|djouhningoa@accuweather.com|7 Charing Cross Circle|New York City|NY|10131|15261
876|621-12-1881|Mahala|Tawse|10/22/1942|Female|mtawseob@yelp.com|4 Arrowood Park|San Bernardino|CA|92415|90610
877|159-01-6261|Stern|Oppery|1/13/2017|Male|sopperyoc@hubpages.com|9102 Banding Parkway|Corpus Christi|TX|78405|95813
878|616-39-5334|Jaymee|Horrigan|8/19/1941|Female|jhorriganod@sbwire.com|73 Fallview Way|Mobile|AL|36622|33315
879|849-76-9517|Tallia|Menicomb|12/13/1964|Female|tmenicomboe@zdnet.com|7 Havey Way|Melbourne|FL|32919|78426
880|690-75-0801|Marielle|Giovannoni|2/5/1998|Female|mgiovannoniof@mozilla.com|95523 Twin Pines Place|Inglewood|CA|90398|13224
881|246-39-9019|Lauren|Stode|4/1/1955|Female|lstodeog@about.com|7 Sugar Way|Roanoke|VA|24014|06160
882|260-55-7464|Cornell|Galland|3/22/1990|Male|cgallandoh@amazon.de|3 Mifflin Trail|Norfolk|VA|23509|89120
883|782-68-2030|Pattin|Baynom|2/28/2002|Male|pbaynomoi@nytimes.com|687 Hagan Junction|Tucson|AZ|85725|07195
884|773-53-7497|Brigham|Rangle|12/29/1952|Male|brangleoj@wunderground.com|11 Old Gate Avenue|Philadelphia|PA|19125|92153
885|588-59-2742|Eliot|Basili|6/11/1959|Male|ebasiliok@mapy.cz|30 Magdeline Terrace|Cincinnati|OH|45223|29505
886|314-31-8905|Debbie|Eckery|5/13/1963|Female|deckeryol@alexa.com|61 David Pass|Atlanta|GA|30343|70165
887|302-34-8373|Nels|Ryles|9/26/1990|Male|nrylesom@ehow.com|3 Macpherson Terrace|Nashville|TN|37240|80161
888|895-07-7125|Olimpia|Crutchfield|5/2/1989|Female|ocrutchfieldon@macromedia.com|927 Crescent Oaks Alley|Memphis|TN|38104|45505
889|454-15-4027|Sayre|Moynham|9/11/2004|Female|smoynhamoo@illinois.edu|5 Waubesa Circle|Washington|DC|20409|20337
890|593-26-7609|Theodor|Hughf|1/4/1990|Male|thughfop@wp.com|4 Scoville Court|Roanoke|VA|24024|63116
891|609-61-1360|Alexa|Brunetti|12/13/1939|Female|abrunettioq@nhs.uk|6255 Main Place|Richmond|VA|23203|33467
892|282-73-7246|Pren|Sirl|5/9/2002|Male|psirlor@yandex.ru|9 Norway Maple Trail|Newport News|VA|23605|55103
893|428-13-8473|Pierre|Lambertz|11/20/1935|Male|plambertzos@cornell.edu|69 Huxley Park|Louisville|KY|40233|02109
894|789-78-3332|Doralia|Apark|11/29/1945|Female|daparkot@phpbb.com|8 Vernon Drive|Oklahoma City|OK|73109|80005
895|604-71-5779|Tarrah|Tamblyn|12/3/1958|Female|ttamblynou@sogou.com|47 Rigney Parkway|Prescott|AZ|86305|52809
896|189-18-7477|Nananne|Ikins|7/4/1986|Female|nikinsov@gov.uk|2 Sunbrook Parkway|Metairie|LA|70033|92191
897|295-30-4267|Rurik|Hannan|4/4/1980|Male|rhannanow@booking.com|24 Anthes Junction|Raleigh|NC|27610|25321
898|493-69-0815|Eli|Schoenrock|5/11/1945|Male|eschoenrockox@mozilla.org|884 8th Center|Washington|DC|20244|94159
899|683-11-6364|Curtice|Suermeier|12/26/1972|Male|csuermeieroy@patch.com|4295 Roth Street|Washington|DC|20397|76004
900|787-88-7939|Ivan|Yakovich|11/17/1953|Male|iyakovichoz@usda.gov|5 Eastwood Circle|Kansas City|MO|64160|68117
901|383-56-2263|Dudley|Fury|3/19/1963|Male|dfuryp0@eventbrite.com|4 Alpine Avenue|San Diego|CA|92153|80044
902|828-09-8640|Corrinne|Moger|4/29/2010|Female|cmogerp1@linkedin.com|56 Graceland Lane|Fort Worth|TX|76121|88514
903|467-46-4796|Rodge|Gittose|8/13/1972|Male|rgittosep2@cbc.ca|4 Acker Terrace|New York City|NY|10260|87115
904|550-26-5794|Francis|Mairs|1/6/1962|Male|fmairsp3@illinois.edu|5909 Crest Line Alley|Detroit|MI|48232|20508
905|349-37-9735|Marietta|Culver|4/13/1933|Female|mculverp4@netvibes.com|02623 Harper Parkway|Mc Keesport|PA|15134|16510
906|482-56-8322|Hedy|Cadwaladr|10/19/1946|Female|hcadwaladrp5@smugmug.com|21786 Waubesa Way|Austin|TX|78749|80126
907|190-44-2632|Nelle|Roper|4/8/2014|Female||879 Nelson Lane|Myrtle Beach|SC|29579|22903
908|761-28-6204|Hillie|Gowans|7/3/1932|Male|hgowansp7@tuttocitta.it|099 Algoma Court|Norwalk|CT|06854|57193
909|778-14-2346|Sibyl|MacSkeaghan|2/14/2014|Male|smacskeaghanp8@pcworld.com|4394 Comanche Park|Kent|WA|98042|30195
910|754-62-1621|Blayne|Levis|1/19/1996|Male|blevisp9@google.co.jp|4 Morningstar Street|Syracuse|NY|13224|22047
911|209-73-2199|Nari|Dobey|9/22/1946|Female|ndobeypa@google.ru|482 Northfield Drive|Waterbury|CT|06726|94110
912|836-21-1274|Bruis|Corradi|10/28/1926|Male|bcorradipb@archive.org|7476 Hayes Alley|Tacoma|WA|98424|96850
913|194-40-2983|Yuri|Goldin|7/6/1997|Male|ygoldinpc@hc360.com|570 Mendota Street|Houston|TX|77271|27626
914|653-77-0890|Truda|McRitchie|9/9/1973|Female|tmcritchiepd@japanpost.jp|8266 Arrowood Way|Mesa|AZ|85210|75260
915|727-70-4628|Koral|Autry|5/2/2000|Female|kautrype@tmall.com|946 Sunbrook Center|New Haven|CT|06538|31998
916|142-84-3637|Cacilia|Bolan|4/15/1991|Female|cbolanpf@pcworld.com|8125 Golf View Pass|Oklahoma City|OK|73190|45454
917|268-58-6638|Tandy|Darco|8/4/1977|Female|tdarcopg@networksolutions.com|7109 Annamark Way|Fort Myers|FL|33994|20078
918|276-68-5686|Melessa|Millins|11/28/1920|Female|mmillinsph@ameblo.jp|77 Mcguire Way|Colorado Springs|CO|80930|95973
919|778-55-5147|Rodney|MacNeil|10/23/1948|Male|rmacneilpi@cnn.com|2098 Ridgeview Center|Hyattsville|MD|20784|50347
920|179-52-1891|Korella|Mackrell|9/22/2015|Female|kmackrellpj@joomla.org|88 Riverside Court|Rochester|NY|14639|92132
921|530-27-6402|Stephi|Legh|2/18/1984|Female|sleghpk@fotki.com|64 American Street|San Francisco|CA|94169|13251
922|324-77-1944|Vyky|Diggins|6/9/1925|Female|vdigginspl@angelfire.com|93033 Gulseth Street|Omaha|NE|68124|94660
923|826-78-4514|Lira|Dumpleton|1/9/1967|Female|ldumpletonpm@opera.com|75988 Blackbird Court|Cincinnati|OH|45218|91109
924|687-29-4825|Romeo|Voas|1/5/1975|Male|rvoaspn@google.pl|7 1st Court|Albuquerque|NM|87110|59105
925|793-31-3377|Rubie|Kembery|9/4/2006|Female|rkemberypo@globo.com|24794 Shasta Terrace|Lafayette|LA|70505|30375
926|577-63-8419|Eldridge|Sharphurst|4/14/1971|Male|esharphurstpp@sun.com|875 Talmadge Lane|Springfield|IL|62711|55103
927|527-01-4784|Coralie|Milstead|8/2/1986|Female|cmilsteadpq@cdc.gov|||||
928|853-54-0779|Sholom|Speirs|6/11/1919|Male|sspeirspr@plala.or.jp|881 Garrison Place|Saint Petersburg|FL|33731|84135
929|741-87-0037|Raina|Dessaur|9/25/1972|Female|rdessaurps@cornell.edu|62 Magdeline Plaza|Toledo|OH|43666|92030
930|109-69-6281|Ugo|Farnon|6/23/1943|Male|ufarnonpt@gnu.org|4110 Harper Avenue|Wilmington|NC|28410|06859
931|754-99-5640|Lyndsey|Marns|7/16/2004|Female|lmarnspu@sourceforge.net|87823 Calypso Parkway|Peoria|IL|61629|96835
932|318-25-8049|Carlene|Cancutt|6/16/2007|Female|ccancuttpv@go.com|855 Morrow Pass|Milwaukee|WI|53205|23324
933|194-46-8515|Shane|Dorant|2/26/1948|Male|sdorantpw@fastcompany.com|722 Kedzie Court|Birmingham|AL|35215|68197
934|165-63-3619|Hamish|McClaughlin|11/18/1994|Male|hmcclaughlinpx@purevolume.com|5 American Ash Park|Saint Louis|MO|63169|89105
935|146-03-5032|Gretel|Chitham|4/22/1994|Female|gchithampy@nhs.uk|0 Esch Center|Tampa|FL|33620|10034
936|627-44-5592|Ruby|Dillingstone|7/29/1949|Male|rdillingstonepz@ehow.com|5 Dixon Road|Louisville|KY|40250|45223
937|449-04-7600|Stearn|Sedgwick|9/11/1925|Male|ssedgwickq0@flickr.com|1 Shasta Trail|Detroit|MI|48242|47737
938|867-37-4512|Farleigh|Bedell|10/28/1936|Male|fbedellq1@ucla.edu|1544 Erie Court|Wilkes Barre|PA|18768|36641
939|726-25-6788|Tirrell|Avrahm||Male|tavrahmq2@yellowpages.com|098 Sutteridge Drive|Decatur|GA|30089|55123
940|441-39-6163|Prescott|Pfeffer|4/25/1933|Male|ppfefferq3@rakuten.co.jp|275 Lakewood Gardens Terrace|Washington|DC|20404|19605
941|412-09-8798|Sig|Drakes|8/20/1982|Male|sdrakesq4@liveinternet.ru|217 Longview Avenue|Lincoln|NE|68531|25709
942|758-99-5746|Walton|Allingham|11/11/1993|Male|wallinghamq5@imdb.com|139 David Place|Baton Rouge|LA|70810|20851
943|423-31-2397|Gui|Venneur|4/24/1927|Female|gvenneurq6@ft.com|||||
944|439-44-5316|Beth|Burdis|2/15/1990|Female||0589 Valley Edge Pass|Lexington|KY|40591|60078
945|120-57-3734|Jeth|Fielders||Male|jfieldersq8@mayoclinic.com|95955 Hovde Parkway|Alexandria|VA|22301|55172
946|697-09-1024|Odelle|McDowell|1/15/1982|Female|omcdowellq9@narod.ru|59 Blackbird Trail|Phoenix|AZ|85005|08603
947|411-12-5700|Cecilius|Bathow|3/22/2011|Male|cbathowqa@multiply.com|96310 Westend Avenue|Worcester|MA|01654|28405
948|644-50-0483|Marlene|Sicily|12/2/2016|Female|msicilyqb@uol.com.br|||||
949|328-12-7482|Eunice|Christoforou|5/28/2011|Female|echristoforouqc@ucsd.edu|4608 Vidon Crossing|Dallas|TX|75265|28210
950|621-17-7119|Shermy|Perillo|8/8/1949|Male|sperilloqd@live.com|808 Jackson Road|Austin|TX|78715|30905
951|676-48-3245|Fern|Villiers|10/23/1982|Female|fvilliersqe@nyu.edu|9 Schmedeman Terrace|Sandy|UT|84093|80241
952|607-28-7534|Amabel|Alvares|10/2/2008|Female|aalvaresqf@oaic.gov.au|29554 Kim Avenue|Houston|TX|77288|07505
953|426-26-8018|Nevil|Vala|12/8/1979|Male|nvalaqg@wunderground.com|39 Talisman Hill|Los Angeles|CA|90005|11355
954|222-87-7158|Ofilia|Partleton|2/22/1991|Female|opartletonqh@aboutads.info|50961 Ludington Alley|Jamaica|NY|11447|92612
955|616-40-4483|Emmott|Payne|5/27/1999|Male|epayneqi@reuters.com|859 Grasskamp Lane|Falls Church|VA|22047|97271
956|218-57-1799|Sapphira|Frizzell|8/20/1988|Female|sfrizzellqj@github.com|1 Katie Crossing|Columbus|OH|43240|77045
957|390-11-4291|Caleb|Cudbird|2/9/1985|Male|ccudbirdqk@virginia.edu|2 Esker Trail|Baltimore|MD|21281|46896
958|247-89-7624|Shermy|Pendleton|9/12/2003|Male|spendletonql@google.ru|776 Lakewood Hill|Chicago|IL|60674|40298
959|706-47-5425|Guendolen|Dene|7/17/1974|Female|gdeneqm@psu.edu|20974 Stuart Avenue|Seattle|WA|98195|44111
960|513-49-2481|Kirbee|Beckett|4/30/1948|Female|kbeckettqn@statcounter.com|56256 Ilene Avenue|Philadelphia|PA|19115|34238
961|818-37-8776|Deanna|McBrady|1/23/1978|Female|dmcbradyqo@utexas.edu|6414 Mallory Plaza|Longview|TX|75605|20215
962|416-27-4225|Timothea|Vosper|12/7/1988|Female|tvosperqp@bloglovin.com|0 Monterey Parkway|Bradenton|FL|34205|02305
963|673-86-7139|Noelle|Nekrews|12/22/1953|Female|nnekrewsqq@unesco.org|36533 Kennedy Street|Amarillo|TX|79159|28299
964|434-69-8822|Reina|Maides||Female|rmaidesqr@ocn.ne.jp|72 Comanche Lane|Detroit|MI|48224|64504
965|239-54-8769|Fayette|Longbone|6/23/1940|Female|flongboneqs@behance.net|06 Dixon Park|Erie|PA|16510|99220
966|621-23-7716|Bert|Wudeland|5/24/1978|Male||897 Basil Street|Little Rock|AR|72209|84130
967|314-50-5768|Granville|Matussevich|4/10/1922|Male|gmatussevichqu@gov.uk|01404 Lakeland Crossing|Toledo|OH|43666|85748
968|122-67-5230|Esra|Debling|9/24/1983|Male|edeblingqv@psu.edu|711 Heffernan Street|Bradenton|FL|34282|20851
969|146-16-3835|Analiese|Cliffe|6/1/1943|Female|acliffeqw@telegraph.co.uk|73993 Oak Valley Way|Richmond|VA|23272|68105
970|154-42-8613|Cordell|Woodburne|2/10/1950|Male|cwoodburneqx@harvard.edu|859 Northfield Way|Wichita|KS|67205|23293
971|844-07-0926|Mark|Cato|2/19/1981|Male|mcatoqy@g.co|8769 David Avenue|Flint|MI|48555|20337
972|577-22-8265|Cynthea|Jasiak|8/21/1945|Female|cjasiakqz@alibaba.com|9391 Algoma Place|Memphis|TN|38109|92132
973|335-36-6553|Petronille|Tinner|5/8/1989|Female|ptinnerr0@sfgate.com|1 Harbort Lane|Las Vegas|NV|89178|21684
974|235-18-0351|Efrem|Crallan|2/13/2015|Male|ecrallanr1@techcrunch.com|337 Scoville Circle|Tulsa|OK|74103|56372
975|774-62-1316|Shepard|Jagg|1/4/1964|Male|sjaggr2@yahoo.co.jp|42 Hintze Place|Salt Lake City|UT|84125|77554
976|187-92-5594|Ericha|Hammel|9/24/2010|Female|ehammelr3@diigo.com|324 Golf Course Pass|Indianapolis|IN|46247|32412
977|670-32-4045|Aldric|Coveny|4/13/1929|Male|acovenyr4@tuttocitta.it|87027 Grover Circle|Minneapolis|MN|55448|77281
978|261-03-5975|Lane|Blazeby|6/25/1994|Female|lblazebyr5@histats.com|7462 Maryland Hill|Oakland|CA|94605|70124
979|355-53-9704|Berny|Riping|8/3/1993|Female|bripingr6@meetup.com|7 Eggendart Alley|Silver Spring|MD|20918|11436
980|760-91-9968|Wash|Larver|10/29/1927|Male||2556 Barnett Plaza|Lexington|KY|40591|44305
981|448-98-6755|Eamon|Mulloch|3/29/2006|Male|emullochr8@tuttocitta.it|9211 Colorado Lane|Phoenix|AZ|85099|35405
982|515-11-7135|Brooke|Kerslake|11/5/1983|Male|bkerslaker9@wired.com|||||
983|391-14-5858|Isabel|Hallede|10/3/1961|Female|ihalledera@ow.ly|7 New Castle Terrace|Portland|OR|97211|39236
984|234-41-4795|Danell|Latey|11/17/2000|Female|dlateyrb@scribd.com|7 Pearson Pass|Glendale|CA|91210|23324
985|148-31-7135|Robbert|Hitscher|6/3/1954|Male|rhitscherrc@twitter.com|699 Hanover Terrace|Miami|FL|33283|79118
986|174-01-6111|Colver|Shill|3/3/1942|Male|cshillrd@wufoo.com|9166 Northview Hill|Huntington|WV|25711|92115
987|625-41-0116|Corbin|Hincks|9/7/1948|Male|chincksre@senate.gov|36 Fair Oaks Parkway|Silver Spring|MD|20904|19160
988|516-70-5324|Milli|Millyard|12/8/2009|Female|mmillyardrf@si.edu|223 Hoard Terrace|Carson City|NV|89714|27157
989|286-75-3994|Lillian|Maskill|8/26/1938|Female||913 Bayside Center|Panama City|FL|32405|60691
990|252-75-8906|Obediah|Antusch|10/22/2010|Male|oantuschrh@rambler.ru|93 Northwestern Drive|Brooklyn|NY|11210|55572
991|542-43-9448|Elga|Eagers|3/10/1934|Female|eeagersri@house.gov|21 Darwin Park|Hampton|VA|23668|94137
992|690-01-1977|Laurene|Eglaise|9/2/1959|Female||8 Ludington Lane|Gainesville|FL|32627|10260
993|653-90-3118|Alysa|Hymans|7/14/1956|Female|ahymansrk@sciencedirect.com|83 Lighthouse Bay Place|Milwaukee|WI|53220|62718
994|564-67-7701|Arabella|McGivena|9/2/1959|Female||692 Kingsford Crossing|Wilmington|DE|19892|93794
995|572-02-9909|Kerrin|Cristofori|2/14/1935|Female|kcristoforirm@forbes.com|9 Amoth Street|Salinas|CA|93907|60669
996|841-17-5186|Gayle|Harrinson|1/12/2013|Male|gharrinsonrn@seattletimes.com|12947 Park Meadow Plaza|Nashville|TN|37215|11470
997|780-85-6668|Gwyneth|Gelder|12/7/1948|Female|ggelderro@icio.us|81 Derek Plaza|Detroit|MI|48206|12325
998|843-70-9294|Guthrie|McIlwaine|5/28/1937|Male|gmcilwainerp@aol.com|767 Bluejay Court|Denver|CO|80228|22205
999|103-18-1424|Celisse|Lamba|12/31/2009|Female|clambarq@sbwire.com|595 Darwin Center|Akron|OH|44321|23213
1000|765-58-5034|Duffie|Smale|3/28/1985|Male|dsmalerr@163.com|1 Melvin Road|Sacramento|CA|95852|48609

